Event Name,Important Info
Azad Hind,"The Provisional Government of Free India or, more simply, Azad Hind,[4][5] was a short-lived Japanese-supported provisional government in India.[6] It was established in Japanese occupied Singapore during World War II in October 1943 and has been considered a puppet state of the Empire of Japan.[7][8][9]

It was a part of the political movement originating in the 1940s outside India with the purpose of allying with the Axis powers to liberate India from British rule. It was established by Indian nationalists in exile during the latter part of the World War II in Singapore with monetary, military and political assistance from Imperial Japan.[9]

Founded on 21 October 1943, the government was inspired by the concepts of Subhas Chandra Bose who was also the leader of the government and Head of state. The government proclaimed authority over Indian civilian and military personnel in Southeast Asian British colonial territory and prospective authority over Indian territory to fall to the Japanese forces and the Indian National Army during the Japanese thrust towards India. The government of Azad Hind had its own currency, court and civil code, and in the eyes of some Indians, its existence gave a greater importance to the independence struggle against the British.[10][11][12] Japan also handed over nominal authority of the Japanese occupied Andaman and Nicobar Islands in 1943, though the government continued to be dependent on Japanese support. Immediately after the formation of the provisional government, Free India declared war against the Allied forces on the Indo-Burma Front.[13] Its army, the Indian National Army (Azad Hind Fauj), went into action against the British Indian Army and the allied forces as part of the Imperial Japanese Army in the Imphal-Kohima sector. The INA had its first major engagement at the Battle of Imphal where, under the command of the Japanese Fifteenth Army, it breached the British defences in Kohima, reaching the salient of Moirang before suffering a catastrophic defeat as the Allied forces held, and Allied air dominance and compromised supply lines forced both the Japanese and the INA to retreat.[14] The existence of Azad Hind was essentially coterminous with the existence of the Indian National Army. While the government itself continued until the civil administration of the Andaman Islands was returned to the jurisdiction of the British towards the end of the war, the limited power of Azad Hind was effectively ended with the surrender of the last major contingent of INA troops in Rangoon. The death of Bose is seen as the end of the entire Azad Hind Movement.[13][9]

The legacy of Azad Hind is, however, open to judgment. After the war, the Raj observed with alarm the transformation of the perception of Azad Hind from traitors and collaborators to liberators.[15][16] The British Empire, which was seriously threatened by the INA, charged 300 INA officers with treason in the INA trials, but eventually backtracked in the face of opposition by the Congress.[17][18][19][20]

The direct origins of Azad Hind can be linked to two conferences of Indian expatriates from across Southeast Asia, the first of which was held in Tokyo in March 1942.[21] At this conference, convened by Rash Behari Bose, an Indian expatriate living in Japan, the Indian Independence League was established as the first move towards an independent Indian state politically aligned with the Empire of Japan. Rash also moved to create a sort of independence army that would assist in driving the British from India – this force would later become the Indian National Army. The second conference, held later that year in Bangkok, invited Subhas Chandra Bose to participate in the leadership of the League. Bose was living in Germany at the time and made the trip to Japan via submarine.[22]

Rash Behari Bose, who was already ageing by the time the League was founded, struggled to keep the League organised and failed to secure resources for the establishment of the Indian National Army. He was replaced as president of the Indian Independence League by Subhas Chandra Bose; there is some controversy as to whether he stepped down of his own volition or by pressure from the Japanese who needed a more energetic and focused presence leading the Indian nationalists.[23]

"
Simla Conference,"The Simla Conference of 1945 was a meeting between the Viceroy of India, Lord Wavell and the major political leaders of British India at the Viceregal Lodge in Simla. When it was clear that British intended to leave India, they desperately needed an agreement on what should happen when they leave.

Talks stalled on the issue of the selection of Muslim representatives. The All-India Muslim League claimed to be the sole representative of Indian Muslims, and refused to back any plan in which the Indian National Congress, the dominant party in the talks, appointed Muslim representatives.[1] This scuttled the conference, and perhaps the last viable opportunity for a united, independent India. When the Indian National Congress and the All India Muslim League reconvened under the Cabinet Mission the next year, the Indian National Congress was far less sympathetic to the Muslim League's requests despite Jinnah's approval of the British plan.[citation needed]

On 14 June 1945 Lord Wavell announced a plan for a new Executive Council in which all members except the Viceroy and the Commander in Chief would be Indians. This executive council was to be a temporary measure until a new permanent constitution could be agreed upon and come into force. All portfolios except Defense would be held by Indian members.[2]

Prime Minister Winston Churchill as head of the war cabinet proposed Field Marshal Wavell's name to his cabinet in mid-June 1943, as India's next Viceroy. General Sir Claude Auchinleck who had followed Wavell in his Middle Eastern command was to be the next Commander in Chief of the Indian army after Lord Wavell. In October 1943 the British Government decided to replace Lord Linlithgow with Lord Wavell as the Viceroy of India. Before assuming the vice royalty, Lord Wavell had been head of the Indian army and thus had an understanding of the Indian situation. On becoming Viceroy, Wavell’s most important task was to present a formula for the future government of India which would be acceptable to both the Indian National Congress and the All-India Muslim League.[citation needed]

Gandhi launched the Quit India Movement in August 1942, after which he was arrested with other Congress lieutenants like Nehru and Patel. He was held separately in the Agha Khan's Pune palace while others were kept in the Ahmednagar Fort.[circular reference] Now he decided to launch his ''Satyagraha'', he commenced after the early morning breakfast on 10 February 1943 a fast for 21 days. Weighing 109 pounds when he began, Gandhi lost eighteen pounds after his 22-day fast. Fearing the death of Gandhi in prison as before him Kasturba, his wife and Mahadev Desai, his private secretary died in the same prison in Pune Palace, Lord Linlithgow recommended to Churchill the immediate unconditional release of Gandhi. Churchill wrote back to Linlithgow, ""it seems almost certain that the old rascal [Gandhi] will emerge all better for his so-called fast.'' Gandhi broke his fast on 3 March 1943.[3] Gandhi suffered from malaria, and after that his health seriously deteriorated. The new Viceroy Archibald Wavell, recommended his unconditional release, Leo Amery the secretary of state for India convinced Churchill to release Gandhi on medical grounds, so he was released. After his release, Gandhi managed to recover. Upon hearing of this Churchill is said to have sent Wavell a peevish telegram asking ''why Gandhi has not died yet?''[3]

Communal division was the greatest hurdle in the path of any political progress in India, so Wavell also began to agree with Amery's conviction that until the ""Aged Trinity"" (Gandhi, Churchill and Jinnah) continued to lead there was little chance of any political advance. Lord Wavell had a plan in mind and was eager to invite key leaders to a summit, but he was waiting for something to come out of the Gandhi-Jinnah meetings rescheduled on 9 September.[2] C. Rajagopalachari presented a formula before that meeting accepting the Muslim right for a separate homeland. The talks began on 9 September 1944 at Jinnah's residence in Malabar Hill, Bombay where both leaders spent three and a half hours of secret discussion but Gandhi later with C. R. called it a ""test of my patience and nothing else and I am amazed at my own patience"". Their second meeting proved no more fruitful than the first, Jinnah sensed by this time the futility of the talks. Then there was a session of written correspondence on 11, 12, 13 and 14 September, and on 24, 25 and 26 September 1944, but nothing came out of it. Gandhi by now believed that ""Jinnah was a good person but he suffers hallucination when he imagines the unnatural division of India and creation of Pakistan"".[2] Wavell wired to Amery: ""Gandhi wants independence first and then is willing to resolve communal problem afterwards as he is profoundly a Hindu and wants transfer of full power to some nebulous national, while Jinnah wants to settle the communal problem first and then wants independence as he has lost his trust in Congress and Hindus."" Wavell viewed this mini-summit breakdown as a personal challenge to bring together the two parties. He had plans in mind and was willing to use his influence and power to settle the communal deadlock. He would try to bring some moderate Indian leaders to a settlement by calling them to Simla (India's summer capital). His list included as he told to Amery, ""Gandhi and one ""other"" of the Congress party, Jinnah and one other member of the Muslim League, Dr. Ambedkar to represent the ""Depressed classes"", Tara Singh to represent the Sikhs, M. N. Roy for labor representation, and some other to represent Non-Congress and Non-League Hindus and Muslims.

"
Royal Indian Navy mutiny,"The Royal Indian Navy mutiny or revolt, also called the 1946 Naval Uprising,[1] was a failed insurrection of Indian naval ratings, soldiers, police personnel and civilians against the British government in India. From the initial flashpoint in Bombay (now Mumbai), the revolt spread and found support throughout British India, from Karachi to Calcutta (now Kolkata), and ultimately came to involve over 10,000 sailors in 56 ships and shore establishments. The mutiny failed to turn into a revolution because sailors were asked to surrender after the British authorities had assembled superior forces to suppress the mutiny.[2]

The mutiny ended with the surrender of revolting RIN sailors to British authorities. The Indian National Congress and the Muslim League convinced Indian sailors to surrender and condemned the mutiny, realising the political and military risks of unrest of this nature on the eve of independence. The leaders of the Congress were of the view that their idea of a peaceful culmination to a freedom struggle and smooth transfer of power would have been lost if an armed revolt succeeded with undesirable consequences.[3] The Communist Party of India was the only nation–wide political organisation that supported the rebellion. The British authorities had later branded the Naval Mutiny as a ""larger communist conspiracy raging from the Middle East to the Far East against the British crown"".

The RIN Revolt started as a strike by ratings of the Royal Indian Navy on 18 February in protest against general conditions. The immediate issues of the revolt were living conditions and food. By dusk on 19 February, a Naval Central Strike committee was elected. The strike found some support amongst the Indian population, though not their political leadership who saw the dangers of mutiny on the eve of Independence. The actions of the mutineers were supported by demonstrations which included a one–day general strike in Bombay. The strike spread to other cities, and was joined by elements of the Royal Indian Air Force and local police forces.

Indian Naval personnel began calling themselves the ""Indian National Navy"" and offered left–handed salutes to British officers. At some places, NCOs in the British Indian Army ignored and defied orders from British superiors. In Madras and Poona (now Pune), the British garrisons had to face some unrest within the ranks of the Indian Army. Widespread rioting took place from Karachi to Calcutta. Notably, the revolting ships hoisted three flags tied together – those of the Congress, Muslim League, and the Red Flag of the Communist Party of India (CPI), signifying the unity and downplaying of communal issues among the mutineers.

The revolt was called off following a meeting between the President of the Naval Central Strike Committee (NCSC), M. S. Khan, and Vallab Bhai Patel of the Congress with a guarantee that none would be persecuted.[4] Contingents of the naval ratings were arrested and imprisoned in camps with distressing conditions over the following months,[5] and the condition of surrender which shielded them from persecution. Patel, who had been sent to Bombay to settle the crisis, issued a statement calling on the strikers to end their action, which was later echoed by a statement issued in Calcutta by Muhammad Ali Jinnah on behalf of the Muslim League. Under these considerable pressures, the strikers gave way. Arrests were then made, followed by courts martial and the dismissal of 476 sailors from the Royal Indian Navy. None of those dismissed were reinstated into either the Indian or Pakistani navies after independence.

During the Second World War, the Royal Indian Navy (RIN) had rapidly expanded from a small naval force composed of sloops to become a full–fledged navy.[6] The expansion occurred in an ad hoc basis as operational requirements changed over the course of the war, the naval headquarters was moved from Bombay to New Delhi during this period, the navy acquired a varied assortment of warships and landing crafts, and the naval infrastructure in British India was expanded with improved dockyards, new training facilities and other support infrastructure.[7] The RIN played an instrumental role in halting the progress of Japanese forces in the Indian Ocean Theatre. The force was involved in escorting allied convoys in the Indian Ocean, defending the Indian shoreline against naval invasions and supporting allied military operations through coastlines and rivers during the Burma Campaign.[6]

"
1946 Cabinet Mission to India,"A Cabinet Mission went to India on 24 March 1946 to discuss the transfer of power from the British government to the Indian political leadership with the aim of preserving India's unity and granting its independence. Formed at the initiative of British Prime Minister Clement Attlee, the mission contained as its members, Lord Pethick-Lawrence (Secretary of State for India), Sir Stafford Cripps (President of the Board of Trade), and A. V. Alexander (First Lord of the Admiralty). The Viceroy of India Lord Wavell participated in some of the discussions.

The Cabinet Mission Plan, formulated by the group, proposed a three-tier administrative structure for British India, with the Federal Union at the top tier, individual provinces at the bottom tier and Groups of provinces as a middle tier. Three Groups were proposed, called Groups A, B and C, respectively, for Northwest India, eastern India and the remaining central portions of India.

The Cabinet Mission's plan failed because of the distrust between the Indian National Congress and the Muslim League, and the British government replaced Lord Wavell with a new viceroy, Lord Mountbatten, to find new solutions.

It was a cabinet sent to India to find a settlement acceptable to all on the constitutional future. The plan found little common ground between the Congress and Muslim league. It stated for and all India commission to be formed. The proposals were rejected

Towards the end of their rule, the British were  conflicted with their longstanding need for Indian unity.[citation needed] The desire for a united India was an outcome of both their pride in having politically unified the subcontinent and the doubts of most British authorities as to the feasibility of Pakistan.[1] The desire for Indian unity was symbolised by the Cabinet Mission, which arrived in New Delhi on 24 March 1946,[2] which was sent by the British government,[3] in which the subject was the formation of a post-independent India. The three men who constituted the mission, A.V Alexander, Stafford Cripps, Pethick-Lawrence favoured India's unity for strategic reasons.[4]

Upon arriving in the subcontinent the mission found both parties, the Indian National Congress and Muslim League, more unwilling than ever to reach a settlement. The two parties had performed well in the elections, general and provincial, and emerged as the two main parties in the subcontinent, the provincial organizations having been defeated because of the separate electorates system. The Muslim League had been victorious in approximately 90 percent of the seats for Muslims.[5] After having achieved victory in the elections Jinnah gained a strong hand to bargain with the British and with Congress.[3] Having established the system of separate electorates, the British could no longer reverse its consequences that they had wanted all along.[5]

"
Direct Action Day,"Direct Action Day (16 August 1946) was the day the All-India Muslim League decided to take ""direct action"" for a separate Muslim homeland after the British exit from India. Also known as the 1946 Calcutta Killings, it was a day of nationwide communal riots.[5] It led to large-scale violence between Muslims and Hindus in the city of Calcutta (now known as Kolkata) in the Bengal province of British India.[3] The day also marked the start of what is known as The Week of the Long Knives.[6][7] While there is a certain degree of consensus on the magnitude of the killings (although no precise casualty figures are available), including their short-term consequences, controversy remains regarding the exact sequence of events, the various actors' responsibility and the long-term political consequences.[8]

There is still extensive controversy regarding the respective responsibilities of the two main communities, the Hindus and the Muslims, in addition to individual leaders' roles in the carnage. The dominant British view tends to blame both communities equally and to single out the calculations of the leaders and the savagery of the followers, amongst whom there were criminal elements.[9] In the Indian National Congress' version of the events, the blame tends to be laid squarely on the Muslim League and in particular on the Chief Minister of Bengal, Huseyn Shaheed Suhrawardy.[10] The view from the Muslim League is that Congress and the Hindus in fact used the opportunity offered by Direct Action Day to teach the Muslims in Calcutta a lesson and to kill them in great numbers.[citation needed] Thus, the riots opened the way to a partition of Bengal between a Hindu-dominated Western Bengal including Calcutta and a Muslim-dominated Eastern Bengal (now Bangladesh).[8]

The All-India Muslim League and the Indian National Congress were the two largest political parties in the Constituent Assembly of India in the 1940s. The Muslim League had demanded since its 1940 Lahore Resolution for the Muslim-majority areas of India in the northwest and the east to be constituted as 'independent states'. The 1946 Cabinet Mission to India for planning of the transfer of power from the British Raj to the Indian leadership proposed a three-tier structure: a centre, groups of provinces and provinces. The ""groups of provinces"" were meant to accommodate the Muslim League's demand. Both the Muslim League and the Congress in principle accepted the Cabinet Mission's plan.[11] However, the Muslim League suspected the Congress's acceptance to be insincere.

Consequently, in July 1946, the Muslim League withdrew its agreement to the plan and announced a general strike (hartal) on 16 August, terming it Direct Action Day, to assert its demand for a separate homeland for Muslims in certain northwestern and eastern provinces in colonial India.[12][13] Calling for Direct Action Day, Muhammad Ali Jinnah, the leader of the All India Muslim League, said that he wanted ""either a divided India or a destroyed India"".[14][15]

Against a backdrop of communal tension, the protest triggered massive riots in Calcutta.[16][17] More than 4,000 people died and 100,000 residents were left homeless in Calcutta within 72 hours.[3][4] The violence sparked off further religious riots in the surrounding regions of Noakhali, Bihar, United Provinces (modern day Uttar Pradesh), Punjab (including massacres in Rawalpindi) and the North Western Frontier Province.[18] The events sowed the seeds for the eventual Partition of India.

In 1946, the Indian independence movement against the British Raj had reached a pivotal stage. British Prime Minister Clement Attlee sent a three-member Cabinet Mission to India aimed at discussing and finalizing plans for the transfer of power from the British Raj to the Indian leadership.[19] After holding talks with the representatives of the Indian National Congress and the All India Muslim League—the two largest political parties in the Constituent Assembly of India—on 16 May 1946, the Mission proposed a plan of composition of the new Dominion of India and its government.[16][20] The Muslim League demand for 'autonomous and sovereign' states in the northwest and the east was accommodated by creating a new tier of 'groups of provinces' between the provincial layer and the central government. The central government was expected to handle the subjects of defence, external affairs and communications. All other powers would be relegated to the 'groups'"
Noakhali riots,"The Noakhali riots were a series of semi-organized massacres, rapes and abductions, combined with looting and arson of Hindu properties, perpetrated by the Muslim community in the districts of Noakhali in the Chittagong Division of Bengal (now in Bangladesh) in October–November 1946, a year before India's independence from British rule.[3]

It affected the areas under the Ramganj, Begumganj, Raipur, Lakshmipur, Chhagalnaiya and Sandwip police stations in Noakhali district and the areas under the Hajiganj, Faridganj, Chandpur, Laksham and Chauddagram police stations in Tipperah district, a total area of more than 2,000 square miles.[4]

The massacre of the Hindu population started on 10 October, on the day of Kojagari Lakshmi Puja[5][6][7] and continued unabated for about a week.  Around 50,000 Hindus remained marooned in the affected areas under the strict surveillance of the Muslims, where the administration had no say.[8] In some areas, Hindus had to obtain permits from the Muslim leaders in order to travel outside their villages.

Mahatma Gandhi camped in Noakhali for four months and toured the district in a mission to restore peace and communal harmony. In the meantime, the Congress leadership started to accept the proposed Partition of India and the peace mission and other relief camps were abandoned. The majority of the survivors migrated to West Bengal, Tripura[9] and Assam.[10]

When elections were held in the provinces of India in 1937, the provincial power of Bengal came into the hands of the Muslims. But during the long British rule, Hindus were mainly in the seat of ruler (control of zamindari). They were also ahead in education and economics. Educated and financially advanced Hindus were forced to obey many new laws of the new Muslim government in various ways. One of which is manifested in many places including Noakhali. A section of Muslims was looking for an opportunity to vent their old grievances against Hindu zamindars (Local rulers). And that was the opportunity they got at the end of British rule in India.[11]

Attempts to bar Hindus from entering jobs, poor status of Muslims in Hindu-majority provinces, partition of Bengal, and the preposterously fanatic provocations by the Muslim League led to such a gruesome incident.  The relationship between the Hindus and Muslims was very delicate. After this, the false news of a joint Hindu attack on Muslims in the Hindu-dominated Calcutta in retaliation to the attacks by Muslims on Direct Action Day spread exaggeratedly, adding fuel to the fire of previous accumulated anger. The Hindu-Muslim riots in Noakhali are believed to have been caused mainly by the resentment of Muslims against Hindus when the British rule was ending and the false news of massacre against Muslims in Calcutta and its outrage.[12] Furthermore, there were rumours that, Jaminder of Ramganj Rajendra Lal Chowdhury was going to sacrifice a Muslim boy instead goat in a sacrificial event that gives an initiation of that event. On 11 October 1946 riots started.[13][14]

"
Indian Independence Act 1947,"The Indian Independence Act 1947 (10 & 11 Geo. 6. c. 30) is an act of the Parliament of the United Kingdom that partitioned British India into the two new independent dominions of India and Pakistan. The Act received Royal Assent on 18 July 1947 and thus modern-day India and Pakistan, comprising west (modern day Pakistan) and east (modern day Bangladesh) regions, came into being on 15 August.[1][a]

The legislature representatives of the Indian National Congress,[2] the Muslim League,[3] and the Sikh community[4] came to an agreement with Lord Mountbatten on what has come to be known as the 3 June Plan or Mountbatten Plan. This plan was the last plan for independence.

Clement Attlee, the Prime Minister of the United Kingdom, announced on 20 February 1947 that:
1.The British Government would grant full self-government to British India by 30 June 1948 at the latest,
2.The future of the Princely States would be decided after the date of final transfer is decided.[5]

The 3rd June 1947 Plan was also known as the Mountbatten Plan. The British government proposed a plan, announced on 3 June 1947, that included these principles:
1.Principle of the partition of British India was accepted by the British Government
2.Successor governments would be given dominion status
3.Autonomy and sovereignty to both countries
4.Can make their own constitution
5.Princely states were given the right to join either India or Pakistan (with no option to remain independent), based on two major factors: geographical contiguity and the people's wishes.[6][7]

The Act's most important provisions were:
1.Division of British India into the two new dominions – the Dominion of India and the Dominion of Pakistan –             with effect from 15 August 1947;
2.Partition of the provinces of Bengal and Punjab between the two new countries;
3.Establishment of the office of Governor-General in each of the two new countries, as representatives of the Crown;
4.Conferral of complete legislative authority upon the respective Constituent Assemblies of the two new countries;
5.Termination of British suzerainty over the princely states, with effect from 15 August 1947. These states could decide to join either India or Pakistan;[8][9]
6.Abolition of the use of the title ""Emperor of India"" by the British monarch 

The Act also made provision for the division of joint property, etc. between the two new countries, including in particular the division of the armed forces.

"
Third Front (India),"In Indian politics, the Third Front refers to temporary alliances which began in 1989 among smaller parties to offer a third option to Indian voters. These alliances arose to challenge the Indian National Congress (INC) and Bharatiya Janata Party (BJP).[1]

The National Front (NF) was a coalition of political parties, led by the Janata Dal, which formed India's government between 1989 and 1990. N. T. Rama Rao was its president, and V. P. Singh was its convener. The coalition's first prime minister was Singh, who was succeeded by Chandra Shekhar. Nationally, it was represented by the Janata Dal and the Indian Congress (Socialist). The NF was represented regionally by the Telugu Desam Party in Andhra Pradesh, the Dravida Munnetra Kazhagam in Tamil Nadu and the Asom Gana Parishad in Assam, supported by the non-member Left Front. Leader of the Opposition P. Upendra was a general secretary of the front when it was formed.

In 1991, Jharkhand Mukti Morcha became part of the NF. The Telugu Desam Party split in 1995, with a minority siding with N. T. Rama Rao and the majority siding with Chandrababu Naidu. The NF collapsed before the Lok Sabha elections of 1996, when it tried to include the Dravida Munnetra Kazhagam (DMK) and All India Anna Dravida Munnetra Kazhagam (AIADMK) and the DMK walked out. After Rama Rao's death in January 1996, the Janata Dal stood by his widow Lakshmi Parvathi and the left parties allied with Chandrababu Naidu.

After the 1996 elections, Janata Dal, Samajwadi Party, Dravida Munnetra Kazhagam, Telugu Desam Party, Asom Gana Parishad, All India Indira Congress (Tiwari), the Left Front (four parties), Tamil Maanila Congress, the Jammu & Kashmir National Conference and the Maharashtrawadi Gomantak Party formed a 13-party United Front (UF). The coalition formed two governments between 1996 and 1998; the first prime minister was H. D. Deve Gowda from Janata Dal, who was succeeded by I. K. Gujral after Jyoti Basu and V. P. Singh declined the office. Both governments had outside support from the Indian National Congress under Sitaram Kesri. N. Chandrababu Naidu of the Telugu Desam Party was the UF's convener.

The Indian general election of 1996 returned a fractured verdict. With the Bharatiya Janata Party (BJP) emerging as the largest party with 161 of 543 seats, it was invited first to form a government. It accepted the offer, and Atal Bihari Vajpayee was sworn in as prime minister. He could not muster a majority on the house floor, however, and the government fell 13 days later. At a meeting of the other parties, the Indian National Congress (with 140 seats) declined to head the government; with the Communist Party of India (Marxist) (CPI(M)), however, the INC agreed to extend outside support to a United Front coalition with the Janata Dal at its head. Other members of the UF included the Samajwadi Party, Dravida Munnetra Kazhagam, Asom Gana Parishad, Tamil Maanila Congress, Communist Party of India, and Telugu Desam Party.

With approval from the INC and the CPI(M), Chief Minister of Karnataka H. D. Deve Gowda was asked to head the coalition as prime minister after V. P. Singh, Jyoti Basu, Lalu Prasad Yadav, Mulayam Singh Yadav, G. K. Moopanar, and M. Karunanidhi declined. Deve Gowda's term was from June 1, 1996, to April 21, 1997. The INC revoked its support for him amidst discontent over communication between the coalition and the party. It compromised and supported a new government under I. K. Gujral, who was prime minister from April 21, 1997, to March 19, 1998. After the collapse of his government, new elections were called and the United Front lost power.

"
Partition of India,"The Partition of India in 1947 was the change of political borders and the division of other assets that accompanied the dissolution of the British Raj in the Indian subcontinent and the creation of two independent dominions in South Asia: India and Pakistan.[1][2] The Dominion of India is today the Republic of India, and the Dominion of Pakistan—which at the time comprised two regions lying on either side of India—is now the Islamic Republic of Pakistan and the People's Republic of Bangladesh. The partition was outlined in the Indian Independence Act 1947.[3] The change of political borders notably included the division of two provinces of British India,[a] Bengal and Punjab.[4] The majority Muslim districts in these provinces were awarded to Pakistan and the majority non-Muslim to India. The other assets that were divided included the British Indian Army, the Royal Indian Navy, the Royal Indian Air Force, the Indian Civil Service, the railways, and the central treasury. Provisions for self-governing independent Pakistan and India legally came into existence at midnight on 14 and 15 August 1947 respectively.[5]

The partition caused large-scale loss of life and an unprecedented migration between the two dominions.[6] Among refugees who survived, it solidified the belief that safety lay among co-religionists. In the instance of Pakistan, it made palpable a hitherto only-imagined refuge for the Muslims of British India.[7] The migrations took place hastily and with little warning. It is thought that between 14 million and 18 million people moved, and perhaps more. Excess mortality during the period of the partition is usually estimated to have been around one million.[8] The violent nature of the partition created an atmosphere of hostility and suspicion between India and Pakistan that affects their relationship to this day.

The term partition of India does not cover:
Nepal and Bhutan signed treaties with the British designating them as independent states and were not a part of British-ruled India.[9] The Himalayan Kingdom of Sikkim was established as a princely state after the Anglo-Sikkimese Treaty of 1861, but its sovereignty had been left undefined.[10] In 1947, Sikkim became an independent kingdom under the suzerainty of India. The Maldives became a protectorate of the British crown in 1887 and gained its independence in 1965.

In 1905, during his second term as viceroy of India, Lord Curzon divided the Bengal Presidency—the largest administrative subdivision in British India—into the Muslim-majority province of Eastern Bengal and Assam and the Hindu-majority province of Bengal (present-day Indian states of West Bengal, Bihar, Jharkhand, and Odisha).[11] Curzon's act, the partition of Bengal—which had been contemplated by various colonial administrations since the time of Lord William Bentinck, though never acted upon—was to transform nationalist politics as nothing else before it.[11]

The Hindu elite of Bengal, many of whom owned land that was leased out to Muslim peasants in East Bengal, protested strongly. The large Bengali-Hindu middle-class (the Bhadralok), upset at the prospect of Bengalis being outnumbered in the new Bengal province by Biharis and Oriyas, felt that Curzon's act was punishment for their political assertiveness.[11] The pervasive protests against Curzon's decision predominantly took the form of the Swadeshi ('buy Indian') campaign, involving a boycott of British goods. Sporadically, but flagrantly, the protesters also took to political violence, which involved attacks on civilians.[12] The violence was ineffective, as most planned attacks were either prevented by the British or failed.[13] The rallying cry for both types of protest was the slogan Bande Mataram (Bengali, lit: 'Hail to the Mother'), the title of a song by Bankim Chandra Chatterjee, which invoked a mother goddess, who stood variously for Bengal, India, and the Hindu goddess Kali.[14] The unrest spread from Calcutta to the surrounding regions of Bengal when Calcutta's English-educated students returned home to their villages and towns.[15] The religious stirrings of the slogan and the political outrage over the partition were combined as young men, in such groups as Jugantar, took to bombing public buildings, staging armed robberies,[13] and assassinating British officials.[14] Since Calcutta was the imperial capital, both the outrage and the slogan soon became known nationally.[14]

"
Indo-Pakistani war of 1947–1948,"The Indo-Pakistani war of 1947–1948, also known as the first Kashmir war,[24] was a war fought between India and Pakistan over the princely state of Jammu and Kashmir from 1947 to 1948. It was the first of four Indo-Pakistani wars between the two newly independent nations. Pakistan precipitated the war a few weeks after its independence by launching tribal lashkar (militias) from Waziristan,[25] in an effort to capture Kashmir and to preempt the possibility of its ruler joining India.[26]

Hari Singh, the Maharaja of Jammu and Kashmir, was facing an uprising by his Muslim subjects in Poonch, and lost control in portions of the western districts. On 22 October 1947, Pakistan's Pashtun tribal militias crossed the border of the state. These local tribal militias and irregular Pakistani forces moved to take the capital city of Srinagar, but upon reaching Baramulla, they took to plunder and stalled. Maharaja Hari Singh made a plea to India for assistance, and help was offered, but it was subject to his signing of an Instrument of Accession to India.

The war was initially fought by the Jammu and Kashmir State Forces[27][28] and by militias from the frontier tribal areas adjoining the North-West Frontier Province.[29] Following the accession of the state to India on 26 October 1947, Indian troops were airlifted to Srinagar, the state capital. British commanding officers initially refused the entry of Pakistani troops into the conflict, citing the accession of the state to India. However, later in 1948, they relented and Pakistan's armies entered the war shortly afterwards.[29] The fronts solidified gradually along what later came to be known as the Line of Control. A formal ceasefire was declared effective 1 January 1949.[30]

Further information: History of Kashmir and Jammu and Kashmir (princely state)
Prior to 1815, the area now known as ""Jammu and Kashmir"" comprised 22 small independent states (16 Hindu and six Muslim) carved out of territories controlled by the Amir (King) of Afghanistan, combined with those of local small rulers. These were collectively referred to as the ""Punjab Hill States"". These small states, ruled by Rajput kings, were variously independent, vassals of the Mughal Empire since the time of Emperor Akbar or sometimes controlled from Kangra state in the Himachal area. Following the decline of the Mughals, turbulence in Kangra and invasions of Gorkhas, the hill states fell successively under the control of the Sikhs under Ranjit Singh.[31]: 536 

The First Anglo-Sikh war (1845–46) was fought between the Sikh Empire, which asserted sovereignty over Kashmir, and the East India Company. In the Treaty of Lahore of 1846, the Sikhs were made to surrender the valuable region (the Jullundur Doab) between the Beas River and the Sutlej River and required to pay an indemnity of 1.2 million rupees. Because they could not readily raise this sum, the East India Company allowed the Dogra ruler Gulab Singh to acquire Kashmir from the Sikh kingdom in exchange for making a payment of 750,000 rupees to the company. Gulab Singh became the first Maharaja of the newly formed princely state of Jammu and Kashmir, founding a dynasty that was to rule the state, the second-largest principality during the British Raj, until India gained its independence in 1947.[citation needed]

Field Marshal Claude Auchinleck, Supreme Commander of Indian and Pakistani armed forces
Main article: Partition of India
The years 1946–1947 saw the rise of All-India Muslim League and Muslim nationalism, demanding a separate state for India's Muslims. The demand took a violent turn on the Direct Action Day (16 August 1946) and inter-communal violence between Hindus and Muslims became endemic. Consequently, a decision was taken on 3 June 1947 to divide British India into two separate states, the Dominion of Pakistan comprising the Muslim majority areas and the Dominion of India comprising the rest. The two provinces Punjab and Bengal with large Muslim-majority areas were to be divided between the two dominions. An estimated 11 million people eventually migrated between the two parts of Punjab, and possibly 1 million perished in the inter-communal violence.[citation needed] Jammu and Kashmir, being adjacent to the Punjab province, was directly affected by the happenings in Punjab."
